"scene","champ_modifie","ancienne_valeur","nouvelle_valeur","justification","source_documentaire"
"125","degre_fidelite","<champ absent>","4","Ajout du second axe de taxonomie pour distinguer origine du matériau et rapport du film à la source.","docs/taxonomie_sources_et_fidelite.md; output/audit_degre_fidelite.csv; docs/verification_motifs_majeurs.md"
"126","degre_fidelite","<champ absent>","4","Ajout du second axe de taxonomie pour distinguer origine du matériau et rapport du film à la source.","docs/taxonomie_sources_et_fidelite.md; output/audit_degre_fidelite.csv; docs/verification_motifs_majeurs.md"
"127","degre_fidelite","<champ absent>","4","Ajout du second axe de taxonomie pour distinguer origine du matériau et rapport du film à la source.","docs/taxonomie_sources_et_fidelite.md; output/audit_degre_fidelite.csv; docs/verification_motifs_majeurs.md"
"128","degre_fidelite","<champ absent>","1","Ajout du second axe de taxonomie pour distinguer origine du matériau et rapport du film à la source.","docs/taxonomie_sources_et_fidelite.md; output/audit_degre_fidelite.csv; docs/verification_motifs_majeurs.md"
"129","degre_fidelite","<champ absent>","1","Ajout du second axe de taxonomie pour distinguer origine du matériau et rapport du film à la source.","docs/taxonomie_sources_et_fidelite.md; output/audit_degre_fidelite.csv; docs/verification_motifs_majeurs.md"
"130","degre_fidelite","<champ absent>","2","Ajout du second axe de taxonomie pour distinguer origine du matériau et rapport du film à la source.","docs/taxonomie_sources_et_fidelite.md; output/audit_degre_fidelite.csv; docs/verification_motifs_majeurs.md"
"131","degre_fidelite","<champ absent>","3","Ajout du second axe de taxonomie pour distinguer origine du matériau et rapport du film à la source.","docs/taxonomie_sources_et_fidelite.md; output/audit_degre_fidelite.csv; docs/verification_motifs_majeurs.md"
"132","degre_fidelite","<champ absent>","4","Ajout du second axe de taxonomie pour distinguer origine du matériau et rapport du film à la source.","docs/taxonomie_sources_et_fidelite.md; output/audit_degre_fidelite.csv; docs/verification_motifs_majeurs.md"
"133","degre_fidelite","<champ absent>","1","Ajout du second axe de taxonomie pour distinguer origine du matériau et rapport du film à la source.","docs/taxonomie_sources_et_fidelite.md; output/audit_degre_fidelite.csv; docs/verification_motifs_majeurs.md"
"134","degre_fidelite","<champ absent>","1","Ajout du second axe de taxonomie pour distinguer origine du matériau et rapport du film à la source.","docs/taxonomie_sources_et_fidelite.md; output/audit_degre_fidelite.csv; docs/verification_motifs_majeurs.md"
"135","degre_fidelite","<champ absent>","1","Ajout du second axe de taxonomie pour distinguer origine du matériau et rapport du film à la source.","docs/taxonomie_sources_et_fidelite.md; output/audit_degre_fidelite.csv; docs/verification_motifs_majeurs.md"
"136","degre_fidelite","<champ absent>","1","Ajout du second axe de taxonomie pour distinguer origine du matériau et rapport du film à la source.","docs/taxonomie_sources_et_fidelite.md; output/audit_degre_fidelite.csv; docs/verification_motifs_majeurs.md"
"137","degre_fidelite","<champ absent>","3","Ajout du second axe de taxonomie pour distinguer origine du matériau et rapport du film à la source.","docs/taxonomie_sources_et_fidelite.md; output/audit_degre_fidelite.csv; docs/verification_motifs_majeurs.md"
"138","degre_fidelite","<champ absent>","1","Ajout du second axe de taxonomie pour distinguer origine du matériau et rapport du film à la source.","docs/taxonomie_sources_et_fidelite.md; output/audit_degre_fidelite.csv; docs/verification_motifs_majeurs.md"
"139","degre_fidelite","<champ absent>","1","Ajout du second axe de taxonomie pour distinguer origine du matériau et rapport du film à la source.","docs/taxonomie_sources_et_fidelite.md; output/audit_degre_fidelite.csv; docs/verification_motifs_majeurs.md"
"140","degre_fidelite","<champ absent>","2","Ajout du second axe de taxonomie pour distinguer origine du matériau et rapport du film à la source.","docs/taxonomie_sources_et_fidelite.md; output/audit_degre_fidelite.csv; docs/verification_motifs_majeurs.md"
"141","degre_fidelite","<champ absent>","1","Ajout du second axe de taxonomie pour distinguer origine du matériau et rapport du film à la source.","docs/taxonomie_sources_et_fidelite.md; output/audit_degre_fidelite.csv; docs/verification_motifs_majeurs.md"
"142","degre_fidelite","<champ absent>","1","Ajout du second axe de taxonomie pour distinguer origine du matériau et rapport du film à la source.","docs/taxonomie_sources_et_fidelite.md; output/audit_degre_fidelite.csv; docs/verification_motifs_majeurs.md"
"143","degre_fidelite","<champ absent>","1","Ajout du second axe de taxonomie pour distinguer origine du matériau et rapport du film à la source.","docs/taxonomie_sources_et_fidelite.md; output/audit_degre_fidelite.csv; docs/verification_motifs_majeurs.md"
"144","degre_fidelite","<champ absent>","1","Ajout du second axe de taxonomie pour distinguer origine du matériau et rapport du film à la source.","docs/taxonomie_sources_et_fidelite.md; output/audit_degre_fidelite.csv; docs/verification_motifs_majeurs.md"
"145","degre_fidelite","<champ absent>","1","Ajout du second axe de taxonomie pour distinguer origine du matériau et rapport du film à la source.","docs/taxonomie_sources_et_fidelite.md; output/audit_degre_fidelite.csv; docs/verification_motifs_majeurs.md"
"146","degre_fidelite","<champ absent>","1","Ajout du second axe de taxonomie pour distinguer origine du matériau et rapport du film à la source.","docs/taxonomie_sources_et_fidelite.md; output/audit_degre_fidelite.csv; docs/verification_motifs_majeurs.md"
"147","degre_fidelite","<champ absent>","1","Ajout du second axe de taxonomie pour distinguer origine du matériau et rapport du film à la source.","docs/taxonomie_sources_et_fidelite.md; output/audit_degre_fidelite.csv; docs/verification_motifs_majeurs.md"
"148","degre_fidelite","<champ absent>","1","Ajout du second axe de taxonomie pour distinguer origine du matériau et rapport du film à la source.","docs/taxonomie_sources_et_fidelite.md; output/audit_degre_fidelite.csv; docs/verification_motifs_majeurs.md"
"149","degre_fidelite","<champ absent>","1","Ajout du second axe de taxonomie pour distinguer origine du matériau et rapport du film à la source.","docs/taxonomie_sources_et_fidelite.md; output/audit_degre_fidelite.csv; docs/verification_motifs_majeurs.md"
"150","degre_fidelite","<champ absent>","1","Ajout du second axe de taxonomie pour distinguer origine du matériau et rapport du film à la source.","docs/taxonomie_sources_et_fidelite.md; output/audit_degre_fidelite.csv; docs/verification_motifs_majeurs.md"
"151","degre_fidelite","<champ absent>","1","Ajout du second axe de taxonomie pour distinguer origine du matériau et rapport du film à la source.","docs/taxonomie_sources_et_fidelite.md; output/audit_degre_fidelite.csv; docs/verification_motifs_majeurs.md"
"152","degre_fidelite","<champ absent>","1","Ajout du second axe de taxonomie pour distinguer origine du matériau et rapport du film à la source.","docs/taxonomie_sources_et_fidelite.md; output/audit_degre_fidelite.csv; docs/verification_motifs_majeurs.md"
"153","degre_fidelite","<champ absent>","4","Ajout du second axe de taxonomie pour distinguer origine du matériau et rapport du film à la source.","docs/taxonomie_sources_et_fidelite.md; output/audit_degre_fidelite.csv; docs/verification_motifs_majeurs.md"
"154","degre_fidelite","<champ absent>","1","Ajout du second axe de taxonomie pour distinguer origine du matériau et rapport du film à la source.","docs/taxonomie_sources_et_fidelite.md; output/audit_degre_fidelite.csv; docs/verification_motifs_majeurs.md"
"155","degre_fidelite","<champ absent>","4","Ajout du second axe de taxonomie pour distinguer origine du matériau et rapport du film à la source.","docs/taxonomie_sources_et_fidelite.md; output/audit_degre_fidelite.csv; docs/verification_motifs_majeurs.md"
"156","degre_fidelite","<champ absent>","3","Ajout du second axe de taxonomie pour distinguer origine du matériau et rapport du film à la source.","docs/taxonomie_sources_et_fidelite.md; output/audit_degre_fidelite.csv; docs/verification_motifs_majeurs.md"
"157","degre_fidelite","<champ absent>","1","Ajout du second axe de taxonomie pour distinguer origine du matériau et rapport du film à la source.","docs/taxonomie_sources_et_fidelite.md; output/audit_degre_fidelite.csv; docs/verification_motifs_majeurs.md"
"158","degre_fidelite","<champ absent>","1","Ajout du second axe de taxonomie pour distinguer origine du matériau et rapport du film à la source.","docs/taxonomie_sources_et_fidelite.md; output/audit_degre_fidelite.csv; docs/verification_motifs_majeurs.md"
"159","degre_fidelite","<champ absent>","1","Ajout du second axe de taxonomie pour distinguer origine du matériau et rapport du film à la source.","docs/taxonomie_sources_et_fidelite.md; output/audit_degre_fidelite.csv; docs/verification_motifs_majeurs.md"
"160","degre_fidelite","<champ absent>","1","Ajout du second axe de taxonomie pour distinguer origine du matériau et rapport du film à la source.","docs/taxonomie_sources_et_fidelite.md; output/audit_degre_fidelite.csv; docs/verification_motifs_majeurs.md"
"161","degre_fidelite","<champ absent>","3","Ajout du second axe de taxonomie pour distinguer origine du matériau et rapport du film à la source.","docs/taxonomie_sources_et_fidelite.md; output/audit_degre_fidelite.csv; docs/verification_motifs_majeurs.md"
"162","degre_fidelite","<champ absent>","2","Ajout du second axe de taxonomie pour distinguer origine du matériau et rapport du film à la source.","docs/taxonomie_sources_et_fidelite.md; output/audit_degre_fidelite.csv; docs/verification_motifs_majeurs.md"
"163","degre_fidelite","<champ absent>","2","Ajout du second axe de taxonomie pour distinguer origine du matériau et rapport du film à la source.","docs/taxonomie_sources_et_fidelite.md; output/audit_degre_fidelite.csv; docs/verification_motifs_majeurs.md"
"164","degre_fidelite","<champ absent>","1","Ajout du second axe de taxonomie pour distinguer origine du matériau et rapport du film à la source.","docs/taxonomie_sources_et_fidelite.md; output/audit_degre_fidelite.csv; docs/verification_motifs_majeurs.md"
"165","degre_fidelite","<champ absent>","4","Ajout du second axe de taxonomie pour distinguer origine du matériau et rapport du film à la source.","docs/taxonomie_sources_et_fidelite.md; output/audit_degre_fidelite.csv; docs/verification_motifs_majeurs.md"
"166","degre_fidelite","<champ absent>","4","Ajout du second axe de taxonomie pour distinguer origine du matériau et rapport du film à la source.","docs/taxonomie_sources_et_fidelite.md; output/audit_degre_fidelite.csv; docs/verification_motifs_majeurs.md"
"167","degre_fidelite","<champ absent>","2","Ajout du second axe de taxonomie pour distinguer origine du matériau et rapport du film à la source.","docs/taxonomie_sources_et_fidelite.md; output/audit_degre_fidelite.csv; docs/verification_motifs_majeurs.md"
"168","degre_fidelite","<champ absent>","4","Ajout du second axe de taxonomie pour distinguer origine du matériau et rapport du film à la source.","docs/taxonomie_sources_et_fidelite.md; output/audit_degre_fidelite.csv; docs/verification_motifs_majeurs.md"
"169","degre_fidelite","<champ absent>","2","Ajout du second axe de taxonomie pour distinguer origine du matériau et rapport du film à la source.","docs/taxonomie_sources_et_fidelite.md; output/audit_degre_fidelite.csv; docs/verification_motifs_majeurs.md"
"170","degre_fidelite","<champ absent>","2","Ajout du second axe de taxonomie pour distinguer origine du matériau et rapport du film à la source.","docs/taxonomie_sources_et_fidelite.md; output/audit_degre_fidelite.csv; docs/verification_motifs_majeurs.md"
"171","degre_fidelite","<champ absent>","3","Ajout du second axe de taxonomie pour distinguer origine du matériau et rapport du film à la source.","docs/taxonomie_sources_et_fidelite.md; output/audit_degre_fidelite.csv; docs/verification_motifs_majeurs.md"
"172","degre_fidelite","<champ absent>","3","Ajout du second axe de taxonomie pour distinguer origine du matériau et rapport du film à la source.","docs/taxonomie_sources_et_fidelite.md; output/audit_degre_fidelite.csv; docs/verification_motifs_majeurs.md"
"173","degre_fidelite","<champ absent>","2","Ajout du second axe de taxonomie pour distinguer origine du matériau et rapport du film à la source.","docs/taxonomie_sources_et_fidelite.md; output/audit_degre_fidelite.csv; docs/verification_motifs_majeurs.md"
"174","degre_fidelite","<champ absent>","4","Ajout du second axe de taxonomie pour distinguer origine du matériau et rapport du film à la source.","docs/taxonomie_sources_et_fidelite.md; output/audit_degre_fidelite.csv; docs/verification_motifs_majeurs.md"
"175","degre_fidelite","<champ absent>","2","Ajout du second axe de taxonomie pour distinguer origine du matériau et rapport du film à la source.","docs/taxonomie_sources_et_fidelite.md; output/audit_degre_fidelite.csv; docs/verification_motifs_majeurs.md"
"176","degre_fidelite","<champ absent>","4","Ajout du second axe de taxonomie pour distinguer origine du matériau et rapport du film à la source.","docs/taxonomie_sources_et_fidelite.md; output/audit_degre_fidelite.csv; docs/verification_motifs_majeurs.md"
"177","degre_fidelite","<champ absent>","3","Ajout du second axe de taxonomie pour distinguer origine du matériau et rapport du film à la source.","docs/taxonomie_sources_et_fidelite.md; output/audit_degre_fidelite.csv; docs/verification_motifs_majeurs.md"
"178","degre_fidelite","<champ absent>","4","Ajout du second axe de taxonomie pour distinguer origine du matériau et rapport du film à la source.","docs/taxonomie_sources_et_fidelite.md; output/audit_degre_fidelite.csv; docs/verification_motifs_majeurs.md"
"179","degre_fidelite","<champ absent>","4","Ajout du second axe de taxonomie pour distinguer origine du matériau et rapport du film à la source.","docs/taxonomie_sources_et_fidelite.md; output/audit_degre_fidelite.csv; docs/verification_motifs_majeurs.md"
"180","degre_fidelite","<champ absent>","3","Ajout du second axe de taxonomie pour distinguer origine du matériau et rapport du film à la source.","docs/taxonomie_sources_et_fidelite.md; output/audit_degre_fidelite.csv; docs/verification_motifs_majeurs.md"
"181","degre_fidelite","<champ absent>","4","Ajout du second axe de taxonomie pour distinguer origine du matériau et rapport du film à la source.","docs/taxonomie_sources_et_fidelite.md; output/audit_degre_fidelite.csv; docs/verification_motifs_majeurs.md"
"182","degre_fidelite","<champ absent>","3","Ajout du second axe de taxonomie pour distinguer origine du matériau et rapport du film à la source.","docs/taxonomie_sources_et_fidelite.md; output/audit_degre_fidelite.csv; docs/verification_motifs_majeurs.md"
"183","degre_fidelite","<champ absent>","3","Ajout du second axe de taxonomie pour distinguer origine du matériau et rapport du film à la source.","docs/taxonomie_sources_et_fidelite.md; output/audit_degre_fidelite.csv; docs/verification_motifs_majeurs.md"
"184","degre_fidelite","<champ absent>","4","Ajout du second axe de taxonomie pour distinguer origine du matériau et rapport du film à la source.","docs/taxonomie_sources_et_fidelite.md; output/audit_degre_fidelite.csv; docs/verification_motifs_majeurs.md"
"185","degre_fidelite","<champ absent>","2","Ajout du second axe de taxonomie pour distinguer origine du matériau et rapport du film à la source.","docs/taxonomie_sources_et_fidelite.md; output/audit_degre_fidelite.csv; docs/verification_motifs_majeurs.md"
"186","degre_fidelite","<champ absent>","3","Ajout du second axe de taxonomie pour distinguer origine du matériau et rapport du film à la source.","docs/taxonomie_sources_et_fidelite.md; output/audit_degre_fidelite.csv; docs/verification_motifs_majeurs.md"
"187","degre_fidelite","<champ absent>","4","Ajout du second axe de taxonomie pour distinguer origine du matériau et rapport du film à la source.","docs/taxonomie_sources_et_fidelite.md; output/audit_degre_fidelite.csv; docs/verification_motifs_majeurs.md"
"188","degre_fidelite","<champ absent>","4","Ajout du second axe de taxonomie pour distinguer origine du matériau et rapport du film à la source.","docs/taxonomie_sources_et_fidelite.md; output/audit_degre_fidelite.csv; docs/verification_motifs_majeurs.md"
"189","degre_fidelite","<champ absent>","4","Ajout du second axe de taxonomie pour distinguer origine du matériau et rapport du film à la source.","docs/taxonomie_sources_et_fidelite.md; output/audit_degre_fidelite.csv; docs/verification_motifs_majeurs.md"
"190","degre_fidelite","<champ absent>","2","Ajout du second axe de taxonomie pour distinguer origine du matériau et rapport du film à la source.","docs/taxonomie_sources_et_fidelite.md; output/audit_degre_fidelite.csv; docs/verification_motifs_majeurs.md"
"191","degre_fidelite","<champ absent>","3","Ajout du second axe de taxonomie pour distinguer origine du matériau et rapport du film à la source.","docs/taxonomie_sources_et_fidelite.md; output/audit_degre_fidelite.csv; docs/verification_motifs_majeurs.md"
"192","degre_fidelite","<champ absent>","4","Ajout du second axe de taxonomie pour distinguer origine du matériau et rapport du film à la source.","docs/taxonomie_sources_et_fidelite.md; output/audit_degre_fidelite.csv; docs/verification_motifs_majeurs.md"
"193","degre_fidelite","<champ absent>","3","Ajout du second axe de taxonomie pour distinguer origine du matériau et rapport du film à la source.","docs/taxonomie_sources_et_fidelite.md; output/audit_degre_fidelite.csv; docs/verification_motifs_majeurs.md"
"194","degre_fidelite","<champ absent>","4","Ajout du second axe de taxonomie pour distinguer origine du matériau et rapport du film à la source.","docs/taxonomie_sources_et_fidelite.md; output/audit_degre_fidelite.csv; docs/verification_motifs_majeurs.md"
"195","degre_fidelite","<champ absent>","4","Ajout du second axe de taxonomie pour distinguer origine du matériau et rapport du film à la source.","docs/taxonomie_sources_et_fidelite.md; output/audit_degre_fidelite.csv; docs/verification_motifs_majeurs.md"
"196","degre_fidelite","<champ absent>","4","Ajout du second axe de taxonomie pour distinguer origine du matériau et rapport du film à la source.","docs/taxonomie_sources_et_fidelite.md; output/audit_degre_fidelite.csv; docs/verification_motifs_majeurs.md"
"197","degre_fidelite","<champ absent>","4","Ajout du second axe de taxonomie pour distinguer origine du matériau et rapport du film à la source.","docs/taxonomie_sources_et_fidelite.md; output/audit_degre_fidelite.csv; docs/verification_motifs_majeurs.md"
"198","degre_fidelite","<champ absent>","4","Ajout du second axe de taxonomie pour distinguer origine du matériau et rapport du film à la source.","docs/taxonomie_sources_et_fidelite.md; output/audit_degre_fidelite.csv; docs/verification_motifs_majeurs.md"
"199","degre_fidelite","<champ absent>","4","Ajout du second axe de taxonomie pour distinguer origine du matériau et rapport du film à la source.","docs/taxonomie_sources_et_fidelite.md; output/audit_degre_fidelite.csv; docs/verification_motifs_majeurs.md"
"200","degre_fidelite","<champ absent>","4","Ajout du second axe de taxonomie pour distinguer origine du matériau et rapport du film à la source.","docs/taxonomie_sources_et_fidelite.md; output/audit_degre_fidelite.csv; docs/verification_motifs_majeurs.md"
"201","degre_fidelite","<champ absent>","4","Ajout du second axe de taxonomie pour distinguer origine du matériau et rapport du film à la source.","docs/taxonomie_sources_et_fidelite.md; output/audit_degre_fidelite.csv; docs/verification_motifs_majeurs.md"
"202","degre_fidelite","<champ absent>","4","Ajout du second axe de taxonomie pour distinguer origine du matériau et rapport du film à la source.","docs/taxonomie_sources_et_fidelite.md; output/audit_degre_fidelite.csv; docs/verification_motifs_majeurs.md"
"104","reference_iliade","Chant VII","","Arbitrage editorial : la source principale reste Heritage Greco-Romain ; le Chant VII sera traite dans explication_litteraire comme contexte ou nuance, non comme reference principale.","docs/priorites_corrections_phase5.md; output/quality_report.md; arbitrage utilisateur 2026-04-29"
"113","reference_iliade","","Formule épique homérique","Convention editoriale : les formules homeriques sans scene precise restent classees L Iliade, avec une reference non numerique signalant une formule epique plutot qu un chant.","docs/priorites_corrections_phase5.md; output/quality_report.md; arbitrage utilisateur 2026-04-29"
"94","source_principale","Adaptation Cinéma","L'Iliade","La scene inverse directement le duel Paris/Menelas du Chant III et la reprise du combat apres rupture du pacte au Chant IV.","docs/verification_motifs_majeurs.md; docs/taxonomie_sources_et_fidelite.md; docs/priorites_corrections_phase5.md"
"94","reference_iliade","","Chant III, Chant IV","La scene inverse directement le duel Paris/Menelas du Chant III et la reprise du combat apres rupture du pacte au Chant IV.","docs/verification_motifs_majeurs.md; docs/taxonomie_sources_et_fidelite.md; docs/priorites_corrections_phase5.md"
"98","source_principale","Adaptation Cinéma","L'Iliade","Ajax et Hector sont des figures iliadiques majeures ; la mort filmique inverse une trajectoire signalee par le duel du Chant VII et le role d Ajax au Chant XVII.","docs/verification_motifs_majeurs.md; docs/taxonomie_sources_et_fidelite.md; docs/priorites_corrections_phase5.md"
"98","reference_iliade","","Chant VII, Chant XVII","Ajax et Hector sont des figures iliadiques majeures ; la mort filmique inverse une trajectoire signalee par le duel du Chant VII et le role d Ajax au Chant XVII.","docs/verification_motifs_majeurs.md; docs/taxonomie_sources_et_fidelite.md; docs/priorites_corrections_phase5.md"
"181","source_principale","Adaptation Cinéma","Le Cycle Troyen","La scene se situe pendant le sac de Troie, cadre post-iliadique relevant du Cycle Troyen ; Achille actif y est contradictoire.","docs/verification_motifs_majeurs.md; docs/taxonomie_sources_et_fidelite.md; docs/priorites_corrections_phase5.md"
"189","source_principale","Adaptation Cinéma","Le Cycle Troyen","Achille dans Troie pendant le sac contredit la chronologie cyclique ou sa mort precede la chute.","docs/verification_motifs_majeurs.md; docs/taxonomie_sources_et_fidelite.md; docs/priorites_corrections_phase5.md"
"195","source_principale","Adaptation Cinéma","Le Cycle Troyen","Achille actif dans le palais pendant le sac contredit la chronologie post-iliadique du Cycle Troyen.","docs/verification_motifs_majeurs.md; docs/taxonomie_sources_et_fidelite.md; docs/priorites_corrections_phase5.md"
"198","source_principale","Adaptation Cinéma","Héritage Gréco-Romain","La mort d Agamemnon releve de la tradition majeure du retour, notamment Eschyle ; le film la deplace a Troie et la donne a Briseis.","docs/verification_motifs_majeurs.md; docs/taxonomie_sources_et_fidelite.md; docs/priorites_corrections_phase5.md"
"199","source_principale","Adaptation Cinéma","Le Cycle Troyen","La mort d Achille par Paris appartient a la tradition post-homerique ; la situation precise reste inventee mais le materiau principal est cyclique.","docs/verification_motifs_majeurs.md; docs/taxonomie_sources_et_fidelite.md; docs/priorites_corrections_phase5.md"
"202","source_principale","Adaptation Cinéma","Héritage Gréco-Romain","La scene combine la survivance troyenne, Enee et les destins post-sacrement de Helen/Andromaque ; le fond de controle est surtout virgilien et tragique.","docs/verification_motifs_majeurs.md; docs/taxonomie_sources_et_fidelite.md; docs/priorites_corrections_phase5.md"
"94","source_principale","L'Iliade","Adaptation Cinéma","Arbitrage éditorial : malgré le contrepoint du duel Pâris/Ménélas et de la rupture du pacte dans l Iliade, la scène enchaîne trop d inventions scénaristiques pour avoir L Iliade comme source principale.","docs/audit_references_iliade_phase5.md; arbitrage utilisateur 2026-04-30"
"94","reference_iliade","Chant III, Chant IV","","Arbitrage éditorial : les chants III et IV restent dans explication_litteraire comme contexte comparatif, mais ne servent plus de reference_iliade principale.","docs/audit_references_iliade_phase5.md; arbitrage utilisateur 2026-04-30"
"98","source_principale","L'Iliade","Adaptation Cinéma","Arbitrage éditorial : le duel Ajax/Hector et le rôle d Ajax dans l Iliade servent de comparaison, mais la mort d Ajax par Hector est une invention filmique structurante.","docs/audit_references_iliade_phase5.md; arbitrage utilisateur 2026-04-30"
"98","reference_iliade","Chant VII, Chant XVII","","Arbitrage éditorial : les Chants VII et XVII restent dans explication_litteraire comme contexte comparatif, non comme reference_iliade principale.","docs/audit_references_iliade_phase5.md; arbitrage utilisateur 2026-04-30"
"118","scene_heading","INT. ACHILLES' WARSHIP - DAY","INT. ACHILLES' TENT - DAY","Correction utilisateur : la scène se déroule sous la tente d Achille, dans son lit, et non dans la cabine du navire.","arbitrage utilisateur 2026-04-30"
"118","action_film","Dans la cabine du navire, Briséis interroge Achille sur son statut de captive. Achille lui propose de venir avec lui à Larissa et évoque la prophétie de sa mère : rester chez lui pour vivre longtemps ou venir à Troie pour mourir jeune avec un nom impérissable. Il se demande si la guerre l'a conduit à Briséis plutôt qu'à la gloire. Les bruits de guerre interrompent leur échange.","Dans la tente d'Achille, Briséis est allongée près de lui. Elle lui demande s'il pourrait renoncer à la guerre. Achille lui propose de quitter Troie avec lui et d'aller vivre loin du conflit. Leur échange transforme le retrait d'Achille en possibilité intime et amoureuse, sans formuler explicitement la prophétie des deux destins.","Correction utilisateur : suppression des éléments absents de la scène, notamment la prophétie explicitement dite et les bruits de guerre.","arbitrage utilisateur 2026-04-30"
"118","degre_fidelite","4","2","La scène déplace le choix d Achille du Chant IX dans une scène intime ; elle ne contredit pas frontalement la source.","docs/audit_references_iliade_phase5.md; arbitrage utilisateur 2026-04-30"
"118","explication_litteraire","La prophétie des deux destins d'Achille reprend le Chant IX, v. 410-416 : rester devant Troie pour obtenir une gloire impérissable au prix du retour, ou rentrer et vivre longtemps sans grande renommée. Le film déplace cette réflexion dans une scène amoureuse avec Briséis et y ajoute Larissa comme lieu de paix possible. Homère associe Achille à la Phthie et aux Myrmidons ; Larissa peut évoquer une géographie thessalienne, mais ce choix précis est à vérifier. L'idée que la guerre puisse mener Achille à la paix par Briséis est cinématographique et étrangère à l'Iliade. Les cris de guerre interrompant la fuite réactivent le destin héroïque.","La scène déplace le choix d'Achille du Chant IX dans une situation amoureuse avec Briséis. Chez Homère, Achille expose deux destins possibles : rester devant Troie pour obtenir une gloire impérissable au prix du retour, ou rentrer et vivre longtemps sans grande renommée (Chant IX, v. 410-416). Le film ne formule pas explicitement cette prophétie ici, mais la laisse en sous-texte : Briséis demande à Achille s'il pourrait renoncer à la guerre, et Achille transforme son retrait en possibilité de fuite commune. Larissa ajoute une géographie de paix propre au film ; Homère associe plutôt Achille à la Phthie et aux Myrmidons.","Reformulation pour présenter la prophétie du Chant IX comme sous-texte littéraire, non comme parole explicite de la scène.","docs/audit_references_iliade_phase5.md; arbitrage utilisateur 2026-04-30"
"121","action_film","Les Troyens attaquent le camp grec pendant que les Grecs se massent près de la tranchée. Une silhouette portant l'armure d'Achille paraît, galvanise les Achéens et entraîne les Myrmidons dans la mêlée. Les deux armées s'affrontent sur le sable, et les Grecs reprennent l'avantage. Hector croit reconnaître Achille, le rejoint au combat et le tue. En retirant le casque, il découvre Patrocle mourant avec son collier de coquillages. Hector abrège ses souffrances, puis accepte avec Ulysse l'arrêt du combat et le retrait des deux armées.","Les Troyens attaquent le camp grec pendant que les Grecs se massent près de la tranchée. Une silhouette portant l'armure d'Achille paraît, galvanise les Achéens et entraîne les Myrmidons dans la mêlée. Les deux armées s'affrontent sur le sable, et les Grecs reprennent l'avantage. Hector croit reconnaître Achille, le rejoint au combat et le tue. En retirant le casque, il découvre qu'il a frappé Patrocle. Hector abrège ses souffrances, puis accepte avec Ulysse l'arrêt du combat et le retrait des deux armées.","Correction utilisateur : Hector reconnait Patrocle en retirant le casque ; suppression du collier de coquillages absent de cette reconnaissance.","arbitrage utilisateur 2026-04-30; Iliade Chant XVI"
"121","explication_litteraire","La scène reprend le noyau du Chant XVI : Patrocle porte les armes d'Achille, mène les Myrmidons au combat, provoque un retournement en faveur des Achéens et meurt face à Hector. Le film simplifie fortement la mort : dans l'Iliade, Patrocle est d'abord frappé par Apollon, puis blessé par Euphorbe, et Hector porte le coup final (Chant XVI, v. 783-863). Ici, Hector tue seul un adversaire qu'il croit être Achille. Le collier de coquillages remplace les signes homériques de l'armure comme révélateur intime. Ulysse fermant les yeux de Patrocle et la trêve immédiate sont inventés. Glaucus est déplacé en général troyen, alors que le Glaucos homérique est un allié lycien.","La scène reprend le noyau du Chant XVI : Patrocle porte les armes d'Achille, mène les Myrmidons au combat, provoque un retournement en faveur des Achéens et meurt face à Hector. L'écart majeur tient à l'autorisation et à la reconnaissance. Dans l'Iliade, Achille accepte que Patrocle porte son armure et lui recommande de repousser les Troyens loin des nefs, puis de revenir sans chercher à poursuivre jusqu'aux murs de Troie. Le film inverse ce cadre : Patrocle agit sans autorisation explicite et Hector croit tuer Achille. La mort est aussi fortement simplifiée : chez Homère, Apollon frappe Patrocle et le désarme, Euphorbe le blesse, puis Hector porte le coup final (Chant XVI, v. 783-863). Ulysse fermant les yeux de Patrocle et la trêve immédiate sont inventés. Glaucus est déplacé en général troyen, alors que le Glaucos homérique est un allié lycien.","Correction philologique : ajout de l autorisation d Achille, de sa recommandation de ne pas poursuivre jusqu aux murs de Troie, et du rôle d Apollon, Euphorbe puis Hector dans la mort de Patrocle.","Iliade Chant XVI, v. 783-863; arbitrage utilisateur 2026-04-30"
"122","action_film","Eudore vient annoncer à Achille que les Myrmidons ont combattu parce qu'ils ont pris Patrocle, vêtu de son armure, pour lui. Achille refuse d'abord de croire à la mort de son cousin et frappe Eudore. Quand Briséis tente de l'arrêter, il l'étrangle brièvement avant de la relâcher. Apprenant qu'Hector a tranché la gorge de Patrocle, Achille se couvre le visage de cendre et marche dans la mer, où il frappe les vagues avec une épée.","Eudore vient annoncer à Achille que les Myrmidons ont combattu parce qu'ils ont pris Patrocle, vêtu de son armure, pour lui. Achille refuse d'abord de croire à la mort de son cousin et frappe Eudore. Quand Briséis tente de l'arrêter, il l'étrangle brièvement avant de la relâcher. Il apprend qu'Hector a tué Patrocle et reste dévasté par la nouvelle.","Correction utilisateur : retrait de la cendre, de la marche dans la mer et du combat contre les vagues, qui ne font pas partie de la scène du film.","arbitrage utilisateur 2026-04-30; Iliade Chant XVIII"
